timestamp,temperature,dew_point,humidity,wind_speed,pressure,uv_index,hour,dayofweek,minute,pred_temp_plus_1h,pred_temp_plus_3h
2025-06-01T20:29:00.508727,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:29:10.509510,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:29:20.559665,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:29:30.564001,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:29:40.560002,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:29:50.590682,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,29.0,59.94,59.0
2025-06-01T20:30:00.561869,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:30:10.568406,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:30:20.562750,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:30:30.565266,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:30:40.562538,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:30:50.567404,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,30.0,59.94,59.0
2025-06-01T20:31:00.565042,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:31:10.568508,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:31:20.570731,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:31:30.567574,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:31:40.568887,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:31:50.572480,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,31.0,59.94,59.0
2025-06-01T20:32:00.659656,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:32:10.652351,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:32:20.653048,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:32:30.700037,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:32:40.686571,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:32:50.692338,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,32.0,59.94,59.0
2025-06-01T20:33:00.715561,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,33.0,59.94,59.0
2025-06-01T20:33:10.716202,59.0,49.0,70.0,5.34,29.79,0.3,20.0,6.0,33.0,59.94,59.0
